id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,room_type_id,location_id
1.03e+18,Rental unit in Queens · ★4.70 · 1 bedroom · 1 bed · 1 bath,231138233,Filiz,Queens,Ridgewood,40.70427872,-73.89963939,Private room,53.0,1,10,2024-01-29,4.35,7,12,10,Exempt,1,1
9.85e+17,Rental unit in Queens · ★4.80 · 1 bedroom · 1 bed · 1 bath,231138233,Filiz,Queens,Ridgewood,40.7053973,-73.8984818,Private room,66.0,1,15,2024-01-31,3.81,7,11,15,Exempt,1,1
35496842.0,Rental unit in The Bronx · ★4.20 · 1 bedroom · 1 bed · 1 bath,127836236,Segun,Bronx,Williamsbridge,40.88151,-73.8494,Entire home/apt,76.0,30,71,2024-01-05,1.26,1,338,11,,2,2
42761547.0,Rental unit in BROOKLYN · ★4.84 · 1 bedroom · 2 beds · 1 bath,312697286,Steven,Brooklyn,Gravesend,40.5992,-73.9745,Entire home/apt,106.0,5,73,2024-01-30,1.72,3,315,16,Exempt,2,3
8299030.0,Home in Brooklyn · ★4.59 · 1 bedroom · 1 bed · 0 baths,1182180,"Isaac, Linda & Noelia",Brooklyn,Sunset Park,40.6498,-74.00204,Private room,50.0,30,32,2024-01-19,0.31,4,244,7,,1,4
46991303.0,Home in Staten Island · ★4.62 · 1 bedroom · 1 bed · 1 private bath,379883703,Desmond,Staten Island,Port Richmond,40.63164,-74.13201,Private room,100.0,1,61,2024-01-01,1.92,1,279,19,OSE-STRREG-0000558,1,5
8.36e+17,Condo in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,8736641,Nelson,Manhattan,Harlem,40.82123,-73.95126,Entire home/apt,163.0,3,14,2024-01-03,1.76,1,20,14,OSE-STRREG-0000074,2,6
8.86e+17,Home in Brooklyn · ★4.98 · 2 bedrooms · 3 beds · 1 bath,238730320,Travis,Brooklyn,South Slope,40.6606056,-73.9843229,Entire home/apt,300.0,2,46,2024-01-28,5.17,1,120,46,OSE-STRREG-0000288,2,7
50594529.0,Home in Queens · ★4.66 · 1 bedroom · 1 bed · 1 bath,18679866,David,Queens,Arverne,40.59326553,-73.79311371,Entire home/apt,64.0,30,44,2024-01-07,1.49,3,365,19,,2,8
47467110.0,Rental unit in Brooklyn · ★4.28 · 2 bedrooms · 2 beds · 1 bath,177038905,Crystal,Brooklyn,Bedford-Stuyvesant,40.68482,-73.9361,Entire home/apt,95.0,30,40,2024-01-06,1.15,4,179,4,,2,9
30182137.0,Condo in New York · ★4.86 · 1 bedroom · 1 bed · 1 bath,61391963,Stay With Vibe,Manhattan,Upper East Side,40.77364,-73.95701,Entire home/apt,111.0,30,14,2024-01-15,0.23,130,310,3,,2,10
41012815.0,Rental unit in Brooklyn · ★4.93 · 2 bedrooms · 3 beds · 1 bath,78643953,Daniel,Brooklyn,Bushwick,40.69025,-73.91424,Entire home/apt,115.0,30,84,2024-01-27,1.68,4,365,28,,2,11
33061311.0,Rental unit in New York · ★4.94 · 1 bedroom · 2 beds · 1 bath,7289570,Shelley,Brooklyn,Bedford-Stuyvesant,40.68272,-73.91957,Entire home/apt,193.0,4,216,2024-02-01,3.67,2,49,45,Exempt,2,9
48445362.0,Home in The Bronx · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,15617507,Glicerda,Bronx,Morris Park,40.85025,-73.86273,Private room,31.0,30,21,2024-01-01,0.6,7,126,4,,1,12
35901159.0,Boutique hotel in New York · ★4.57 · 1 bedroom · 1 bed · 1 private bath,268362077,Nolitan,Manhattan,Little Italy,40.71965,-73.99644,Private room,223.0,1,138,2024-01-07,3.3,3,353,34,Exempt,1,13
9.74e+17,Townhouse in New York · ★4.58 · 3 bedrooms · 3 beds · 1 bath,535500187,Lisa,Manhattan,Harlem,40.8065536,-73.9568022,Entire home/apt,257.0,2,19,2024-02-01,4.22,4,233,19,Exempt,2,6
13674349.0,Rental unit in Brooklyn  · ★4.95 · 1 bedroom · 2 beds · 1 bath,62028227,Frances,Brooklyn,Bedford-Stuyvesant,40.68001,-73.95644,Entire home/apt,120.0,30,96,2024-01-07,1.05,2,299,6,,2,9
2435198.0,Rental unit in Bronx · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,12446529,Migdalia,Bronx,Soundview,40.82414,-73.8596,Private room,45.0,30,56,2024-01-18,0.71,2,132,5,,1,14
49273047.0,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 2 beds · 2 baths,103747506,Rebecca,Brooklyn,Crown Heights,40.67751,-73.93743,Entire home/apt,259.0,30,23,2024-01-11,2.56,4,361,23,,2,15
35149452.0,Hotel in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 1 private bath,262224408,NU Hotel,Brooklyn,Downtown Brooklyn,40.69767,-73.98696,Private room,314.0,1,13,2024-01-01,0.3,7,325,1,Exempt,1,16
5.98e+17,Rental unit in New York · ★4.74 · Studio · 3 beds · 1 bath,388603242,Henri,Manhattan,Midtown,40.747211,-73.987808,Entire home/apt,169.0,1,84,2024-01-22,5.31,13,149,78,Exempt,2,17
6.49e+17,Rental unit in Brooklyn · ★4.85 · 2 bedrooms · 4 beds · 2.5 baths,53375167,Camille,Brooklyn,Crown Heights,40.6777,-73.93755,Entire home/apt,330.0,30,60,2024-01-10,3.17,1,75,34,,2,15
8.36e+17,Rental unit in New York · ★4.94 · 1 bedroom · 1 bed · 1 bath,197053492,Mint House At 70 Pine,Manhattan,Financial District,40.70704594,-74.00860779,Entire home/apt,272.0,1,222,2024-01-05,3.92,8,346,33,Exempt,2,18
51023989.0,Rental unit in New York · ★4.82 · 1 bedroom · 1 bed · 1 bath,1171497,Yvette,Manhattan,Harlem,40.80788,-73.95148,Entire home/apt,170.0,3,17,2024-01-15,0.86,9,3,11,Exempt,2,6
24853936.0,Home in queens · ★4.83 · 1 bedroom · 1 bed · 1 private bath,175019394,Suzan,Queens,Jamaica,40.67243,-73.77959,Private room,85.0,1,164,2024-01-16,2.35,6,171,32,OSE-STRREG-0000561,1,19
43959626.0,Rental unit in New York · ★4.60 · Studio · 3 beds · 1 bath,8309060,Julia,Manhattan,Midtown,40.74826,-73.98815,Entire home/apt,179.0,30,159,2024-01-26,3.63,9,168,43,Exempt,2,17
37937595.0,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,272824348,Kay,Brooklyn,Bedford-Stuyvesant,40.68106,-73.94969,Private room,55.0,30,28,2024-01-19,0.54,4,322,5,,1,9
1.01e+18,Bed and breakfast in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 2 baths,342403936,Chef Step,Brooklyn,Bushwick,40.68798924,-73.91823412,Private room,103.0,1,16,2024-02-03,4.71,3,250,16,Exempt,1,11
227495.0,Rental unit in New York · ★4.57 · 1 bedroom · 2 beds · 1 bath,959931,Kimball,Manhattan,Upper West Side,40.78764,-73.97274,Entire home/apt,120.0,30,105,2024-02-05,0.7,1,128,5,,2,20
27967621.0,Home in Staten Island · ★4.92 · Studio · 2 beds · 1 private bath,13974626,Carrie,Staten Island,Randall Manor,40.63607,-74.09631,Private room,60.0,2,179,2024-01-01,2.97,1,276,34,OSE-STRREG-0000797,1,21
6.43e+17,Rental unit in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,51913277,Andrada,Brooklyn,Sunset Park,40.65494,-74.00379,Private room,80.0,30,76,2024-01-02,3.86,7,174,35,,1,4
8.93e+17,Rental unit in Brooklyn · ★4.82 · 1 bedroom · 1 bed · 1 bath,51913277,Andrada,Brooklyn,Sunset Park,40.65689,-74.00332,Private room,90.0,30,28,2024-01-07,3.5,7,55,28,,1,4
7.62e+17,Guest suite in Queens · ★4.91 · 1 bedroom · 1 bed · 1 bath,26052832,Anna,Queens,Richmond Hill,40.69854607,-73.83818982,Entire home/apt,158.0,2,11,2024-01-28,1.95,1,253,11,OSE-STRREG-0000999,2,22
25193004.0,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 bath,6387541,Julia,Brooklyn,Flatbush,40.65058,-73.96199,Entire home/apt,102.0,30,22,2024-01-26,0.32,2,85,2,,2,23
9.6e+17,Home in Queens · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,532451793,Chijioke,Queens,Laurelton,40.678467,-73.743633,Private room,83.0,1,33,2024-01-28,7.86,1,87,33,OSE-STRREG-0000438,1,24
1.02e+18,Home in Brooklyn · ★4.91 · 1 bedroom · 2 beds · 1 private bath,99941956,Dini,Brooklyn,East New York,40.67496246,-73.87947447,Private room,130.0,1,11,2024-01-14,4.12,2,267,11,OSE-STRREG-0000609,1,25
5.41e+17,Rental unit in Brooklyn · ★4.53 · 1 bedroom · 2 beds · 1 bath,326495,Laura Adriana,Brooklyn,Sunset Park,40.64499,-74.00402,Entire home/apt,76.0,30,15,2024-01-13,0.64,4,94,5,,2,4
8.93e+17,Home in Brooklyn · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,449616929,Kemi,Brooklyn,Cypress Hills,40.67880624,-73.88487329,Private room,30.0,30,40,2024-01-04,4.56,1,83,40,,1,26
7.38e+17,Rental unit in Queens · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,479755663,Dane,Queens,Springfield Gardens,40.68865,-73.74994,Private room,55.0,5,15,2024-01-02,1.08,4,233,12,OSE-STRREG-0000315,1,27
8.35e+17,Rental unit in Queens · ★4.92 · 2 bedrooms · 3 beds · 2 baths,502735846,Maurice,Queens,Corona,40.7371681,-73.86443707,Entire home/apt,141.0,1,63,2024-02-01,5.59,1,83,63,OSE-STRREG-0000635,2,28
9.61e+17,Rental unit in New York · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,24107131,Alberto,Manhattan,Hell's Kitchen,40.76036288,-73.99163117,Private room,99.0,1,18,2024-01-14,3.8,4,157,18,Exempt,1,29
49124837.0,Hotel in New York · ★4.82 · Studio · 1 bed · 1 private bath,383332265,Tyler,Manhattan,Chelsea,40.74766,-73.99227,Private room,151.0,1,11,2024-01-21,0.33,8,29,1,Exempt,1,30
6.87e+17,Rental unit in Brooklyn · ★4.61 · 2 bedrooms · 3 beds · 1 bath,469102619,Aron,Brooklyn,Bushwick,40.69012,-73.9168,Entire home/apt,95.0,30,51,2024-01-07,2.99,5,365,37,,2,11
25842433.0,Home in Queens · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,48183551,Carlos,Queens,Elmhurst,40.74363229,-73.88170285,Private room,63.0,5,133,2024-01-31,1.95,5,271,29,OSE-STRREG-0000207,1,31
7.53e+17,Rental unit in New York · ★4.95 · Studio · 1 bed · 1 bath,22322427,Aby,Manhattan,SoHo,40.72652,-74.00542,Entire home/apt,200.0,31,22,2024-01-13,1.5,1,365,17,,2,32
50698997.0,Rental unit in Brooklyn · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,148102066,Zainab,Brooklyn,Bedford-Stuyvesant,40.68756,-73.92338,Private room,83.0,2,75,2024-01-09,2.37,3,182,15,OSE-STRREG-0000689,1,9
8.93e+17,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 2 beds · 1 bath,305092694,Julia,Brooklyn,Williamsburg,40.70726868,-73.94671485,Entire home/apt,150.0,30,36,2024-01-23,4.12,3,223,36,,2,33
1.01e+18,Rental unit in New York · ★4.60 · 2 bedrooms · 3 beds · 1 bath,187827,Liam,Manhattan,East Village,40.72681079,-73.98402553,Entire home/apt,175.0,3,10,2024-01-23,3.49,1,18,10,Exempt,2,34
3495854.0,Loft in Brooklyn · ★4.70 · Studio · 1 bed · 1 bath,17601262,Enrico,Brooklyn,Williamsburg,40.71336,-73.93696,Entire home/apt,105.0,30,256,2024-01-22,2.36,1,365,23,,2,33
49157424.0,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,163374912,Larissa,Queens,Sunnyside,40.74055,-73.92595,Private room,55.0,30,57,2024-01-08,1.72,1,182,22,,1,35
51450548.0,Townhouse in Brooklyn · ★5.0 · 2 bedrooms · 8 beds · 1.5 baths,364844663,Pamela,Brooklyn,Bedford-Stuyvesant,40.68391,-73.92456,Entire home/apt,331.0,30,23,2024-01-22,0.85,5,364,3,,2,9
37720797.0,Townhouse in New York · ★4.85 · 4 bedrooms · 5 beds · 2.5 baths,229901581,Sami,Manhattan,Upper East Side,40.76269,-73.9605,Entire home/apt,582.0,3,186,2024-01-21,3.41,1,98,42,Exempt,2,10
51356492.0,Rental unit in New York · ★4.62 · Studio · 3 beds · 1 bath,79060345,Francisco,Manhattan,Midtown,40.7469,-73.98666,Entire home/apt,246.0,1,98,2024-01-03,3.33,1,39,23,Exempt,2,17
21293326.0,Rental unit in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,10994839,Michael,Manhattan,Lower East Side,40.71970857,-73.98145234,Private room,136.0,3,76,2024-01-31,1.0,1,65,18,OSE-STRREG-0001181,1,36
53491480.0,Rental unit in New York · ★4.75 · 1 bedroom · 2 beds · 1 bath,433145666,Anna,Manhattan,Midtown,40.74802,-73.98679,Entire home/apt,114.0,1,114,2024-01-06,4.27,5,161,47,Exempt,2,17
44594337.0,Rental unit in New York · ★4.75 · Studio · 3 beds · 1 bath,348619646,Nomad,Manhattan,Midtown,40.74793,-73.98681,Entire home/apt,139.0,1,40,2024-01-17,0.94,53,203,27,Exempt,2,17
31473340.0,Home in Brooklyn · ★4.78 · 1 bedroom · 2 beds · 1 private bath,2790890,Phil,Brooklyn,Bedford-Stuyvesant,40.69242,-73.94891,Private room,64.0,30,126,2024-01-18,2.04,6,341,28,,1,9
9.6e+17,Rental unit in New York · ★4.09 · 1 bedroom · 1 bed · 1 shared bath,103713745,Angela,Manhattan,Harlem,40.80851,-73.94692,Private room,95.0,1,11,2024-01-01,2.34,3,221,11,Exempt,1,6
5298896.0,Loft in New York · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,3868692,Luke,Manhattan,Financial District,40.70419,-74.01127,Private room,138.0,5,263,2024-01-16,2.95,1,148,45,OSE-STRREG-0000105,1,18
8.5e+17,Rental unit in New York · ★4.60 · 1 bedroom · 3 beds · 1 bath,387079342,Angelica,Manhattan,Hell's Kitchen,40.75282735,-73.99464125,Entire home/apt,130.0,3,15,2024-01-04,1.5,1,319,15,OSE-STRREG-1090332,2,29
22173625.0,Rental unit in Brooklyn · ★4.56 · 1 bedroom · 1 bed · 1 bath,161976329,Chad Antonio,Brooklyn,East New York,40.67297,-73.87673,Entire home/apt,68.0,30,134,2024-01-02,1.79,2,57,15,,2,25
51713611.0,Condo in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,209887985,Adrian,Brooklyn,East New York,40.65805,-73.8778,Private room,83.0,30,12,2024-01-15,0.41,3,118,7,,1,25
53624124.0,Rental unit in Brooklyn · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,105379950,Frederick,Brooklyn,Sheepshead Bay,40.5872,-73.95309,Private room,64.0,2,31,2024-01-21,1.17,4,77,14,OSE-STRREG-0000679,1,37
8480087.0,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 bath,44660079,Leslie,Manhattan,Upper West Side,40.77894,-73.98759,Entire home/apt,185.0,30,87,2024-02-04,0.86,1,298,20,,2,20
50540716.0,Rental unit in Queens · ★4.95 · 1 bedroom · 1 bed · 1 bath,408346348,Heera,Queens,Richmond Hill,40.70003,-73.84181,Entire home/apt,98.0,30,60,2024-01-31,1.88,1,220,6,,2,22
8.57e+17,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 bath,14510607,Gregory,Queens,Astoria,40.76745786,-73.93086165,Entire home/apt,259.0,30,12,2024-01-08,1.27,2,268,12,,2,38
7.56e+17,Home in Brooklyn · ★4.96 · 3 bedrooms · 3 beds · 1 bath,487002391,Shereen,Brooklyn,East Flatbush,40.64045,-73.93956,Entire home/apt,552.0,2,28,2024-01-09,2.08,1,354,26,OSE-STRREG-0000328,2,39
47316506.0,Home in Brooklyn · ★4.84 · 1 bedroom · 1 bed · 1 bath,200426688,Daniel,Brooklyn,Canarsie,40.63503,-73.89428,Entire home/apt,166.0,2,32,2024-02-02,2.94,1,308,32,OSE-STRREG-0001001,2,40
48740096.0,Home in Bronx · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,393196534,Bodrul,Bronx,Clason Point,40.81257,-73.85371,Private room,60.0,2,62,2024-01-02,1.92,3,310,13,OSE-STRREG-0000772,1,41
40430542.0,Home in Brooklyn · ★4.88 · 5 bedrooms · 7 beds · 2.5 baths,312661846,Carol,Brooklyn,Brownsville,40.66888,-73.92116,Entire home/apt,649.0,3,113,2024-01-22,2.24,3,291,14,Exempt,2,42
31856192.0,Townhouse in Queens · ★4.93 · 1 bedroom · 1 bed · 1 private bath,61875246,Carolyn,Queens,Whitestone,40.78504,-73.82418,Private room,99.0,1,111,2024-01-01,1.89,3,344,38,OSE-STRREG-0000836,1,43
6.9e+17,Condo in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 1 private bath,73196438,Darolyn,Brooklyn,Bedford-Stuyvesant,40.69078,-73.93732,Private room,110.0,2,29,2024-01-16,1.79,1,44,22,OSE-STRREG-0000862,1,9
26639925.0,Condo in Bronx · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,141615596,Esteem,Bronx,Parkchester,40.83674,-73.85827,Private room,50.0,30,99,2024-01-19,1.48,2,276,34,,1,44
29567482.0,Guest suite in Brooklyn · ★4.95 · 1 bedroom · 2 beds · 1 bath,3472283,Julie,Brooklyn,Gowanus,40.66928,-73.99043,Entire home/apt,225.0,5,38,2024-01-28,0.6,1,143,17,OSE-STRREG-0000500,2,45
50638762.0,Bungalow in Brooklyn · ★4.60 · 2 bedrooms · 2 beds · 1 shared bath,409139174,Cheryl,Brooklyn,Sheepshead Bay,40.58547,-73.93659,Shared room,312.0,1,151,2024-01-01,4.84,1,364,40,OSE-STRREG-0000954,3,37
22452278.0,Guest suite in Brooklyn · ★4.96 · 1 bedroom · 1 bed · 1 bath,3695529,Jenni,Brooklyn,Carroll Gardens,40.68373075,-73.99494233,Entire home/apt,169.0,2,313,2024-01-30,4.25,2,54,67,OSE-STRREG-0000676,2,46
48856996.0,Rental unit in Brooklyn · ★4.82 · 2 bedrooms · 2 beds · 1 bath,371784614,Elle,Brooklyn,Sunset Park,40.65022042,-74.00106748,Entire home/apt,140.0,1,179,2024-01-25,5.13,3,108,69,Exempt,2,4
13827959.0,Rental unit in Brooklyn · ★4.68 · 1 bedroom · 1 bed · 1 bath,27615247,Judy,Brooklyn,Midwood,40.62297,-73.963,Entire home/apt,80.0,30,139,2024-01-14,1.51,2,272,25,,2,47
53840594.0,Home in Brooklyn · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,435847805,Barbara,Brooklyn,Canarsie,40.64128,-73.89376,Shared room,127.0,2,57,2024-01-16,2.23,1,365,21,OSE-STRREG-0000678,3,40
6.8e+17,Rental unit in Queens · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,74215453,Leonel,Queens,Astoria,40.76557,-73.9283,Private room,80.0,30,21,2024-01-11,1.2,2,365,16,,1,38
54003481.0,Rental unit in New York · ★4.58 · Studio · 2 beds · 1 bath,57782700,Eduard,Manhattan,Midtown,40.74826,-73.98727,Entire home/apt,119.0,1,31,2024-01-20,1.83,7,197,25,Exempt,2,17
17093264.0,Home in Ozone Park · ★4.75 · 1 bedroom · 1 bed · 1 private bath,109479467,Angela,Queens,Ozone Park,40.68274,-73.86265,Private room,65.0,30,16,2024-01-20,0.31,1,270,3,,1,48
7.72e+17,Home in Queens · ★4.99 · 1 bedroom · 1 bed · 1 private bath,324301875,Nicole,Queens,Queens Village,40.7049094,-73.7359643,Private room,77.0,1,115,2024-01-29,8.27,1,132,111,OSE-STRREG-0000544,1,49
6.9e+17,Rental unit in Brooklyn · ★4.93 · 3 bedrooms · 5 beds · 1 bath,376485146,Benjamin,Brooklyn,Bushwick,40.69014,-73.91605,Entire home/apt,299.0,30,55,2024-01-01,3.1,1,180,36,,2,11
7927838.0,Townhouse in Brooklyn · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,6444987,Jason,Brooklyn,Bedford-Stuyvesant,40.68132,-73.93179,Private room,125.0,30,206,2024-01-13,2.01,3,90,10,,1,9
9.34e+17,Townhouse in Brooklyn · ★4.85 · 2 bedrooms · 2 beds · 1 private bath,4350586,Joanna,Brooklyn,Bushwick,40.68725855,-73.91322826,Private room,193.0,1,27,2024-01-21,4.74,1,219,27,OSE-STRREG-0000502,1,11
39199816.0,Home in Brooklyn · ★4.98 · 2 bedrooms · 2 beds · 2 baths,22117802,Augustin,Brooklyn,Crown Heights,40.6727581,-73.9553935,Private room,199.0,2,117,2024-01-02,5.02,3,205,51,OSE-STRREG-0000197,1,15
22609277.0,Rental unit in Queens · ★4.59 · 1 bedroom · 1 bed · 1 private bath,27502041,Alex,Queens,Sunnyside,40.74761,-73.91616,Private room,95.0,30,29,2024-01-02,0.43,1,180,10,,1,35
8.9e+17,Guest suite in Brooklyn · ★4.87 · 2 bedrooms · 2 beds · 1 bath,16954523,Tessa,Brooklyn,Bushwick,40.68742415,-73.91351802,Entire home/apt,180.0,5,23,2024-01-27,2.63,1,211,23,OSE-STRREG-0000824,2,11
6.49e+17,Rental unit in Brooklyn · ★4.62 · 1 bedroom · 2 beds · 1 bath,261594932,Jerry,Brooklyn,Bedford-Stuyvesant,40.67759,-73.9132,Entire home/apt,110.0,2,61,2024-01-20,3.09,1,157,36,OSE-STRREG-0000161,2,9
7.65e+17,Rental unit in Queens · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,30122420,Arthur,Queens,Astoria,40.76583,-73.91647,Private room,91.0,4,77,2024-01-29,5.41,1,159,61,OSE-STRREG-0000525,1,38
1.03e+18,Serviced apartment in The Bronx · ★4.73 · 1 bedroom · 1 bed · 1 bath,30283594,Global Luxury Suites,Bronx,Port Morris,40.80989,-73.93061,Entire home/apt,151.0,1,11,2024-01-23,5.24,50,362,11,Exempt,2,50
37122437.0,Boutique hotel in New York · ★4.36 · 1 bedroom · 1 bed · 1 private bath,266755066,The Ridge,Manhattan,Lower East Side,40.72258,-73.99046,Private room,166.0,1,273,2024-02-04,5.41,4,340,68,Exempt,1,36
18582792.0,Rental unit in Brooklyn · ★4.78 · Studio · 1 bed · 1 bath,52403444,R.J,Brooklyn,Bedford-Stuyvesant,40.6884,-73.94714,Entire home/apt,120.0,1,406,2024-01-15,4.95,5,31,47,Exempt,2,9
43132765.0,Condo in Brooklyn · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,224340103,Vincent,Brooklyn,Bedford-Stuyvesant,40.68418,-73.91487,Private room,90.0,1,41,2024-01-31,4.62,2,286,41,OSE-STRREG-0000628,1,9
16004776.0,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1 private bath,7051379,Susan,Brooklyn,Downtown Brooklyn,40.69693,-73.98437,Private room,114.0,4,244,2024-01-21,2.86,2,6,31,OSE-STRREG-0000012,1,16
50154380.0,Rental unit in Brooklyn · ★4.93 · 1 bedroom · 2 beds · 1 bath,112814443,Jamal,Brooklyn,Bedford-Stuyvesant,40.68364,-73.94448,Entire home/apt,179.0,2,135,2024-01-16,4.15,2,111,56,Exempt,2,9
5.81e+17,Rental unit in Brooklyn · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,148102066,Zainab,Brooklyn,Bedford-Stuyvesant,40.68753,-73.92309,Private room,80.0,2,25,2024-01-20,1.11,3,230,21,OSE-STRREG-0000689,1,9
51128437.0,Rental unit in Brooklyn · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,28336,Denise,Brooklyn,Bedford-Stuyvesant,40.67824,-73.93915,Private room,112.0,3,65,2024-01-01,2.2,1,311,26,OSE-STRREG-0000736,1,9
45697372.0,Aparthotel in New York · ★4.80 · 1 bedroom · 1 bed · 1 bath,51548122,Jeniffer,Manhattan,Lower East Side,40.71844,-73.99383,Entire home/apt,139.0,15,35,2024-01-20,0.86,52,70,12,Exempt,2,36
6091850.0,Home in Queens · ★4.82 · 1 bedroom · 2 beds · 1 private bath,31614694,Silvia,Queens,Long Island City,40.760786,-73.928743,Private room,130.0,5,298,2024-01-12,2.86,1,66,23,OSE-STRREG-0000405,1,51
35545525.0,Boutique hotel in New York · ★4.28 · 1 bedroom · 2 beds · 1 private bath,266533448,Chelsea Inn Hotel,Manhattan,Chelsea,40.73777,-73.99392,Private room,160.0,1,134,2024-02-04,2.71,5,332,29,Exempt,1,30
1921859.0,Rental unit in Queens · ★4.90 · 1 bedroom · 2 beds · 1 bath,9959323,Lauren,Queens,Astoria,40.76963,-73.922684,Entire home/apt,163.0,30,63,2024-01-08,0.51,1,300,27,,2,38
7.67e+17,Townhouse in Bronx · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,90930266,Julio,Bronx,Melrose,40.819,-73.914,Private room,119.0,2,42,2024-01-15,3.32,4,354,40,OSE-STRREG-0000451,1,52
19118963.0,Rental unit in New York · ★4.68 · Studio · 1 bed · 1 bath,9293730,Inna,Manhattan,Upper East Side,40.76993,-73.95734,Entire home/apt,99.0,30,25,2024-01-12,0.33,42,248,4,,2,10
9.64e+17,Rental unit in New York · ★4.64 · 2 bedrooms · 2 beds · 1 bath,374081944,Cloud,Manhattan,West Village,40.73059,-74.00333,Entire home/apt,167.0,2,11,2024-01-20,3.37,1,73,11,Exempt,2,53
50404599.0,Rental unit in New York · ★4.72 · 2 bedrooms · 4 beds · 2 baths,405865572,Andy,Manhattan,East Village,40.72317,-73.98915,Entire home/apt,219.0,1,139,2024-01-28,4.65,2,274,60,Exempt,2,34
43315188.0,Aparthotel in New York · ★4.54 · Studio · 1 bed · 1 bath,51548122,Jeniffer,Manhattan,Chinatown,40.71805,-73.9946,Entire home/apt,120.0,15,52,2024-01-18,1.16,52,70,14,Exempt,2,54
8.71e+17,Rental unit in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 bath,452441669,Adam,Brooklyn,Williamsburg,40.720314,-73.9583,Private room,160.0,1,32,2024-01-25,3.52,1,236,32,OSE-STRREG-0000962,1,33
49177819.0,Townhouse in Brooklyn · ★4.98 · 1 bedroom · 2 beds · 1 private bath,8565572,Tom,Brooklyn,Bedford-Stuyvesant,40.68455,-73.91776,Private room,166.0,30,101,2024-01-04,2.96,1,149,34,,1,9
26255072.0,Home in Queens · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,157295347,Ana,Queens,Woodside,40.74456,-73.90574,Private room,51.0,5,93,2024-01-05,1.36,3,344,27,OSE-STRREG-0000970,1,55
47892220.0,Rental unit in New York · ★4.65 · 2 bedrooms · 3 beds · 1 bath,386053525,Anthony,Manhattan,East Harlem,40.79745782,-73.94085427,Entire home/apt,287.0,2,127,2024-02-02,3.54,1,145,39,Exempt,2,56
52128553.0,Rental unit in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,37787619,Trey,Brooklyn,Bedford-Stuyvesant,40.67934,-73.92166,Private room,74.0,1,95,2024-02-03,3.35,3,153,24,OSE-STRREG-0000603,1,9
53798235.0,Townhouse in Brooklyn · ★4.88 · 1 bedroom · 1 bed · 1 private bath,71635863,Anne,Brooklyn,Bushwick,40.68866203,-73.91992502,Private room,68.0,2,104,2024-01-27,3.99,1,26,49,OSE-STRREG-0000242,1,11
2254817.0,Rental unit in New York · ★4.90 · Studio · 1 bed · 1 bath,9420221,Kourosh,Manhattan,Upper East Side,40.77077,-73.9599,Entire home/apt,97.0,30,21,2024-01-31,0.33,1,185,5,,2,10
